id,text,task1,task2,task3
7499,men stepping defending womens bad behaviour piece shit security body slam random woman minding business consequences people need understand,Non-Supportive,No,No
1826,hate splurges money people hate anyone successful spend money nice things,Non-Supportive,No,No
4288,unless vote republican like black people leave plantation,Non-Supportive,No,No
4481,cia special top secret job replace old resources new people would destroy community right sarcasm,Non-Supportive,No,No
7326,use life something good go ukraine help,Non-Supportive,No,No
2805,sooo painful watch broken heartbroken heartbroken heart literally breaks heart,Non-Supportive,No,No
8478,israel wrong bombing children palestine attacked first killed many families israel,Non-Supportive,No,No
3564,supreme god kabir holy gita adhyay mantra said upsidedown tree world root aadi purush ie eternal god branches three gunas rajgunbrahma satgunvishnu tamgunshiv,Non-Supportive,No,No
1135,understand word tears went eyes soon see little kid crying lots love wish peace world children able flourish able get equal opportunities llike anywhere else western world,Supportive,Group,Other
2971,love palestinian people stand zionist state israel,Supportive,Group,Nation
6327,one audience blm supporter argue false equivalency hamburger bullshit,Non-Supportive,No,No
5956,okay people going talk bible bible corrected 144 times original text man shall lie nother man persons perspective said god jesus support gay communities bi read bible,Supportive,Group,LGBTQ
4998,first time comment youtube lost english articles helping verb construct sentence would,Non-Supportive,No,No
3041,heart suit indonesia stand israel never hate palestine jesus taught love enemy pray,Supportive,Group,Nation
693,crying face free palestine folded hands pray god bit mercy people israel,Non-Supportive,No,No
5042,starting day video fantastic beginning wishing everyone day full success joy motivation sports person lifting weightsmale sign,Non-Supportive,No,No
6374,yes racist trouble making divisive movement backed george soros exclude everyone else hateful address actual violence much less anything stop mainstream media helps fan flames,Non-Supportive,No,No
1360,feminist understand age quality drop well money education position matter men hand becomes higher value becomes experienced life,Non-Supportive,No,No
6097,lol going guys said guy watching cnn,Non-Supportive,No,No
961,someone straight good people always speak mrs jane rucker try happy highly recommended,Supportive,Individual,No
136,prince smiling tears joy may god watch protect always world watched cry smile,Supportive,Individual,No
9413,financial management crucial topic tend shy away ends haunting near future,Non-Supportive,No,No
6905,blacks countries escaped native lands usa take advantage ignorantconfusion american blacks helped build centuries come went shopping opportunities american black people fought died breasing many obstacle antiblack racism two different areas stayed ares stood ground fought instead running away another country blacks want africans pride roots africa big difference african partner sounds jealous,Non-Supportive,No,No
2545,trust comments section good speech video,Non-Supportive,No,No
606,thought never feel motivation life ever speech proves wrong,Non-Supportive,No,No
7102,video broke heart 80 years age would marry girl least provide familial support,Non-Supportive,No,No
2819,understand language every time seehear performance got kind vibration amazingthumbs,Non-Supportive,No,No
524,needs help useless prayers actually something keep words donated relief funds yet bought ticket area go help think,Non-Supportive,No,No
1901,yes well said never give usually follow life underwent multiple heart surgeries health issues never give,Non-Supportive,No,No
9602,fourth check balance much slower viscous balance,Non-Supportive,No,No
2700,cy rus know haw english shut oml,Non-Supportive,No,No
9022,best speech ever heard till,Non-Supportive,No,No
5927,ok lies needs stop restrictions kissing holding hands public lover problem afraid ashamed public,Supportive,Group,Other
8872,also support palestine people commenting palestine putting correct flag palestine read full comment knowing real flag palestine palestine jordan sudan syria iraq long live palestine red heart,Supportive,Group,Nation
3236,stop fighting thousands yearsfor stop madness please god red heart,Non-Supportive,No,No
4326,lives matter isnt way go,Non-Supportive,No,No
6344,207 bullshit could answered one word yes supremacy equality blm stands burn loot murder martin luther king would ashamed wanted equality rallies like well done governments bullshit media blm set race relations back 50years us white ppl,Non-Supportive,No,No
1776,wish could take away pains heart warming heartbreaking performance allah yehfazkon ya habeybeh loudly crying facefolded hands,Non-Supportive,No,No
2301,tell truth killed want say hamas r lying israel helping along israeli jewish see r told lies,Non-Supportive,No,No
221,measly taste inexplicably inject bucket connolly fold besides milky mailbox jaded like persian,Non-Supportive,No,No
8516,allah creator ya mutaal ya haq please elevate muslim ummah please eradicate sins cruelty save hayya please ya allah make us able get mercies jannah please forgive us accept dua ya allah ya mujeeb ya sammi ya baseer aaaaaaaaaamin ya rabbulaalamin,Non-Supportive,No,No
2214,every kid region targeting civilians,Non-Supportive,No,No
4986,nihaal israel occupied country caused course countries supporting palestine defending land russia ukraine violent way media propaganda,Supportive,Group,Nation
3183,hope palestinian men choose better leaders future blindly follow iran puppets thinking good childrenwives,Non-Supportive,No,No
6732,blm harm help killed 20 people 2 billion usd damages,Non-Supportive,No,No
6056,dont understand demonstrant want justice make criminal things cops go outside car gon na killed madness people,Non-Supportive,No,No
2878,body deserves live like prayer african christian god help palestine,Supportive,Group,Nation
9659,iixs im fix sorry cel good screen,Non-Supportive,No,No
9635,start euro taste water see works,Non-Supportive,No,No
8140,poor boy israel ownership palestine read history read proof,Supportive,Group,Nation
4961,brandonbf ones accepted refugees allowed go back home land palestine settler colonial zionist segregationist genocidal occupation army zionist supremacist wet dream land occupiers free indigenous people would run away mass slaughter palestinians selves today refuse go gaza repeat mistake,Non-Supportive,No,No
491,stay strong palestine indonesia side,Supportive,Group,Nation
3144,world court say genocide avoid release hostages genocide determination,Non-Supportive,No,No
139,jordan killed palestine refugees help pakistani muslim soldiers,Non-Supportive,No,No
8150,support palestinian muslim turkey love palestinian know arabic,Supportive,Group,Nation
4167,blm black men killing black men weak run office become police officer vote change things lowest common denominator,Supportive,Group,Black Community
3000,well taxes going israel yes demand better government,Non-Supportive,No,No
5989,first girlfriend broke afraid kiss goodbye public brought tear eye hope world becomes better,Non-Supportive,No,No
7767,gay normal therefore people treat normal problem also know people judging homophobic read minds like said nothing wrong looking gay common video extremely unrealistic comes kissing public nobody rude face tears joy kissing general extremely awkward see public people horrible homosexuality completely accepted society almost everyone insecurities others view video probably would fit decades ago find something else complain transgenders video trash,Non-Supportive,No,No
3878,respect u like u praise self best r best coz someone better u never praise said best people world praise said goat lionel messi best,Supportive,Individual,No
2013,walahi made cry children palestine truly deserve recognition soo much talent love somalia,Supportive,Group,Nation
8599,way live die face savouring delicious food,Non-Supportive,No,No
7061,generally someone wanting another human somewhere miserable let us honest lot self inflicted made choices surprised back end comes bite cause effect called adults nowadays adults overgrown children understand accountability ownership actions,Non-Supportive,No,No
6958,built whole country built railroad built interstate built skyscrapers built wallstreet built us steel built standard oil built hershey built auto assembly built general electric built us navy built kraft general mills tf wtf built,Non-Supportive,No,No
9578,thank un may ineffective redundant many ways lets undermine importance timely aid protection,Non-Supportive,No,No
1900,b h ex wanted independent later found online leach tricker moving house still get rid years later afford place also made forfeit support kids petitioned courts full time child support stripped well hahahaha,Non-Supportive,No,No
1514,bro comment better pro palestine comments,Non-Supportive,No,No
1769,arab quiet ohh allah salah ud deen ayubi farooq e azam,Non-Supportive,No,No
9321,let get one thing rightit choice crying something anymore girls want play games keep options open options left passport bros thing american women want prove independent attempting corner men traditional figures explore end making sappy videos sad songs background crying wall undefeated lot females collision course towards,Non-Supportive,No,No
6086,police officer tried help scared life protests started surrounding car lawyer know us allows protest protests start harm block roads harm peapole protest deamed illegal,Supportive,Individual,No
5456,keep smile brothers earth passing patience pray knew allah made palestinian heart strong steel keep praying love indonesia,Supportive,Group,Nation
6961,lack understanding africans understand americans african americans understand africans lack understanding never walked shoes never walked problem time heal stop divide,Non-Supportive,No,No
3476,never leave alone always fight u many ways stand u palestine love malaysia,Supportive,Group,Nation
3651,watched times whenever feel low movement listen voice dark clouds clear still visualise face,Non-Supportive,No,No
6993,phew good know one reach one teach one exists said hope lesson africans traveled americas real let us forget books stolen people real practice breeding trading slaves im never mad africans stance american blacks reminds long way go recovery apartheid crying face,Non-Supportive,No,No
1242,allhamdulilah may allah keep boy ever happy smiling smiling face smiling eyes ameenred heart,Supportive,Individual,No
2924,living struggle trying maintain everything family,Non-Supportive,No,No
7985,christian understand homophobia one best friends gay care change look much christians need get ahold christians called like jesus even impossible least try know jesus would done freaking loved hated um people never heard love neighbor heart mind greatest commandment also says love enemies love love everyone understand people problem,Supportive,Group,LGBTQ
8904,nothing palestine easiest piece land conquer fall ottomans thanks lawrence arabs theodor herzl could create israel albania africa arabs helped build israel palestine good job arabs,Non-Supportive,No,No
5720,make crazy happening children effected paid bloods nothing,Supportive,Group,Other
7694,jesus accept homosexuality always said man woman love eachother zigzag,Non-Supportive,No,No
6315,understand mad good points cause many racist white folks fucked cops cop state real good facts pointers couple years back black folks blm members neighborhood kicking roommates l said feel prejudice white people system racist black folks said robbed roommates got caught claimed racist first place never heard roommates ever say racist thing long knew anything see latinos hating black people anyone else mom family would even comfortably allow black person family dad family white hate towards black folks hell half sister dad family married black dude get frustrated whole blk thing,Non-Supportive,No,No
2239,insya allah one day palestine free country lots love respect muslim brothers sisters palestine us singapore,Supportive,Group,Nation
1766,need muslim support palestine need human,Supportive,Group,Nation
679,ten best minutes ever utilized life meaningful speech,Non-Supportive,No,No
1222,problem men average best women understand women average best averages work,Non-Supportive,No,No
3840,heart soul breaks people children never go horrible nightmare crying face palestines deserve leave peace freedovered heart,Supportive,Group,Nation
4134,stopping police state overreach power privacy violations ending failed war drugs protest blocking traveling need rooting get arrested run blocking freeway protest makes people hate make people sympathize protest,Non-Supportive,No,No
2685,advocate kavita chaudhary mam want meet possible,Non-Supportive,No,No
8059,love singapore brother palestine hope allah bless anyway song,Supportive,Group,Nation
4944,glad see people helping heal mental health emotions hope israel stops bombing,Supportive,Group,Other
6632,fact blm supporters overly focus race personality character already makes racist blm supporters believe whites oppressing blacks black people live fear absolutely false got two happy black families neighbors great people super nice fun people hang live happily free country absolutely fear anything god people say blacks live fear lying,Non-Supportive,No,No
1758,odd feminists reject female traits ie helpfulness gentleness warmth caring loved ones,Non-Supportive,No,No
7741,told mom pansexual convinced transguy even though keep telling understand care gender,Non-Supportive,No,No
6723,hate start controversy comment section really getting nerves blm movement lessen degrade races ethnicities saying people african decent always treated unfairly think scenario 5 kids playing tag one scrapes knee going give bandaid give child hurt bandaid although love kids equally need give child hurt attention know going okay,Supportive,Group,Black Community
4908,awesome channel brings things light folded handsfolded handsfolded hands,Non-Supportive,No,No
8194,wait shelter safe place realize anyone got safe shelter red heartred heartred heart,Non-Supportive,No,No
5185,sometimes wish gaza controled palestine yet terrorist organization aka hamas controling gaza telling palestine mind business,Non-Supportive,No,No
6323,already understood white lives matter oh really protests convictions media coverage name top head one white person killed cop black cop happen end reality blm stands black lives matter getting mobilizing anyone black deaths,Supportive,Group,Black Community
9442,need muslim support palestine need human,Supportive,Group,Nation
4975,sticky selection aboaly look transaction molecularly precede given apathetic earth six exotic eagle,Non-Supportive,No,No
5744,saw post earlier another may allah swt bless families everyone ummah aameen aameen aameen allahuma aameen rabil alameen mediumlight skin tonesweat dropletsfallen leafleaf fluttering wind daddy mommy taught love everyone kind humble islam teaches us everything good subhan allah alhumdilallah allahu akbar,Non-Supportive,No,No
9632,reason owner ballob dora long live cr christiano ronaldored heartred heartred heartred heart,Supportive,Individual,No
970,girl omg hair voice looking man need put hair let grow men know love long hair hanging eyers face,Non-Supportive,No,No
6202,funny black lives matter supporters white liberals,Non-Supportive,No,No
9028,superhero powerful inspiring speech love sister,Supportive,Individual,No
9490,one richest lying scum bags ever puts bill gates suspect business dealings shame lies manipulation everyday people least gates pushes around entire billion dollar companies afford bullied steve steal money people put phones plan poor buy outright,Non-Supportive,No,No
8715,want successful mindset rich spend less irrelevant things invest rest money generate money even sleep,Non-Supportive,No,No
3737,women arrogance kill believe alone standards hawks eyeing wallet money feel need youthinking face,Non-Supportive,No,No
3850,god listening please guard people hatred sin may mercy love bless world lord god stop wars save us despair loneliness pray name amen,Non-Supportive,No,No
4662,everybody mad guy fell car see ass fun car ate shit lol,Non-Supportive,No,No
3926,stay hungry stay foolish way great work love time limited waste living someone else life sometimes life going hit head brick loose faith keep looking love settle words touched heart,Non-Supportive,No,No
5373,poor ignorant maps map small combined braincell company supports notreal put real country mean nt existpetermiller,Non-Supportive,No,No
5491,pay taxes trt give tax back propagandas israel truth heart suit,Non-Supportive,No,No
6552,would say black lives matter borderline racist guy video said started white lives matter would racist,Non-Supportive,No,No
2427,know history palestine started war first,Non-Supportive,No,No
5818,okay kinda topic frustrate many white people western people general complain asian countries backwards close minded bc people like people kissing holding hands public understand gay also culture yes admit gay accepted normal majority asia holding hands kissing public either even heterosexual holding hand partner public people gon na stare let alone kiss public social taboo many people hate us culture call us close minded backwards stop live like mean lifestyle wrong different culture norms right wrong,Non-Supportive,No,No
9702,ccthecoolcat war never stopped israeli oppression still running years killed childrens west bank october attacks multiple times masjid ul aqsa say hamas started war,Non-Supportive,No,No
29,userbonbmi condemned resistance saudi prince speak million muslims pakistan billion muslims around world dealth traitors centuries recent news saudi said normalisation israel independent palestinian state two state solution borders east jerusalem capital palestine,Non-Supportive,No,No
2325,would recommend learn hsv permanent cure natural holistic healing method molemen herbs read great testimonies online check youtube channel also medicines help eliminate several stds diseases shingles cold sores chlamydia lupus yeast infection look google,Non-Supportive,No,No
6159,understand people outraged murder george floyd violence going solve anything,Non-Supportive,No,No
2264,obeisant clover hopefully remember acoustic parenthetically trouble excluding welloff hell disturbed warm curve,Non-Supportive,No,No
9011,algeria love much brothers sisters even meet personally agree like comment backhand index pointing downmediumlight skin tone,Non-Supportive,No,No
2414,anything even world able help ask helps god,Non-Supportive,No,No
9756,free palestine red heart isa allah free gaza make palestinians win allah ar raheem al malik al mu min al salaam al qahhaar al ghaffar al jabbaar al muhaymin al hakim al adl way,Supportive,Group,Nation
6607,hope blm supporters understand look common white persons perspective racist friends black people honestly care skin color say white supremacy rasicts care white lives ever think poor homeless white people rich mansiondwelling black people matters color skin mindset say things like white people racist kinda feel uncomfortable bad white sometimes used wish white know long surround good people good school could live wildest dreams goes anyone,Non-Supportive,No,No
3232,point though crying war support palestine bottom heart cry every time someone brings palestine israel wish life never like wish everyone peace wars bismillah allah guide us happening star crescent red heart,Supportive,Group,Nation
2303,people helping children making somewhat alright beautiful people,Supportive,Group,Other
5528,video inspired become person today never lose fate https wwwyoutubecomwatch vdqwwwgxcq,Non-Supportive,No,No
5297,catherynne elisa thanks testimony inspired helped greatlyi thought genuine boldly invest mrs jane rucker,Non-Supportive,No,No
9064,thanks sir jobs video editing members folded hands,Non-Supportive,No,No
4630,blast em scream victim anything scream victim,Non-Supportive,No,No
3490,many us know kind woman look finding hard,Non-Supportive,No,No
8118,called real talent coming misery food water shelter still talented hope well life life palestine come back normal well done boys god bless,Supportive,Group,Nation
7384,damn child support money went place,Non-Supportive,No,No
8721,stand palestine children really small dying parents died kids scared parents scared eat muslim morocco always gon na stand palestine matter happens standing palestine free palestine pleaseloudly crying facekaaba,Supportive,Group,Nation
7734,gay comment section gay cares need support shut one cares care someone gay stop propaganda people care stuff push people hate let people opinions problem problem one else,Supportive,Group,LGBTQ
5461,thumbnail motivate one folded handslight skin tone,Non-Supportive,No,No
529,many people poor either reject ignore simple obvious truths like two real etongue sticking cheeky playful blowing raspberryeriments described two links https wwwyoutubecomwatch vbaydfmdkjy https wwwyoutubecomwatch vxxnkgrdy,Non-Supportive,No,No
633,difficult thing young band get competition marvelous koto player amazing tof drum player singer sparkling eyes shone sang well oakland ca,Non-Supportive,No,No
4472,lmfao guy falls police car knock face tears joyface tears joyface tears joy dead,Non-Supportive,No,No
1258,trade expert brokerage services legit makes lot money weekly basis,Non-Supportive,No,No
9908,n wt built since millions aid built bombs tunnel,Non-Supportive,No,No
7244,50 men average best women idiot simply understand quit running around world calling 10 fat flatfaced 4most average statistics work,Non-Supportive,No,No
100,yeah forget want take away right get abortion right vote,Non-Supportive,No,No
3720,control frustration work surprising steps https youtubecomshorts cvpdoma featureshare,Non-Supportive,No,No
2508,bombing streets even leave sky still call neat world cry like animals eating meat still call neat world cry human,Non-Supportive,No,No
6414,um ya paid burger also first man looked like want none like even want listen answer,Non-Supportive,No,No
8438,check underdog mentality motivational speech one one caused tear leave eye passion heart fire soul bloke highly advise never felt way listening something word powerful beyond words,Non-Supportive,No,No
2817,focus others find flawed principal wrong,Non-Supportive,No,No
7999,musabshaikhuihj shame thinking started war,Non-Supportive,No,No
9426,tens thousands already incinerated israel mickey mouse save,Non-Supportive,No,No
1449,sad awful anyone would go get along,Non-Supportive,No,No
8718,falistin free one day inshallah allah twt give results good deeds palestinians,Supportive,Group,Nation
7784,first homophobia stupidest thing ever exist gay proud going get rid lgbtq community message really speaks like great song heart moral let people andor wan na support us leave us alone ask people support lgbtq community please help supportred heart,Supportive,Group,LGBTQ
3650,right law suit going anywhere hamas started israel finish story,Non-Supportive,No,No
8171,enjoy relax flee crowd anything passionately works infront style,Non-Supportive,No,No
3853,bless everyone watches video would become success years time,Non-Supportive,No,No
7310,man problem woman needy things prefer problem independent women usually try man bossing relationship arguing competing constantly fighting decision power also problem denying nice offer men offer something hopeknow suppose nice gesture denying feels like rejection,Non-Supportive,No,No
3560,god intervention needed desperately affairs people,Non-Supportive,No,No
6366,living low incomes lost husband stoped believing self broke kids take care god almighty great things life greatest connect mr carlos kingston legendary forex trader happy finally embrace financial freedom carlos kingston made possible actually earned work salary within couple days never believed could gain 12500 week throuh binary options trade thank mr carlos enough indeed god sent reach help calos 1uptrades instergram tell recommended grateful boosted financial status want let everyone know,Non-Supportive,No,No
5120,habiiiiiibi give want adopt video made restless insomniac buy toys bedroom fit candies eat take park let play day want baby frontfacing baby chicktwo heartstwo heartstwo hearts habibi maybe world gave auntie like never crying typing,Supportive,Individual,No
7247,starting video curious blame feminism media education system boomers politicians supporting else,Non-Supportive,No,No
9694,meanwhile men happy happy alone alone away trashes even deserve attention love karma hail karma cry bootch cry men probably got hurt make cry keep crying pity nobody ever got pity us even microinch die alone get deserve life make mistakes pay price dats,Non-Supportive,No,No
3363,sixexix true true probably know said better ok bother bye,Non-Supportive,No,No
415,palestinian leaders finance war said needed blood people palestinians used innocent use media raise awareness world extremely intelligent people,Non-Supportive,No,No
3740,even though country poland got eliminated portugal happy got far euros,Non-Supportive,No,No
8129,b n gaza always support always give pray sad like palestine peoples,Supportive,Group,Nation
9335,ya know average bad thing good odds good man works hard pleasant responsilbe problem average woman emotional hormonal etc,Non-Supportive,No,No
6189,agree white officer lives matter yes white lives matter would considered racist person skin color good vs evil heart hearts hates everywhere burger happened would hand person burger id confront ignorant person stand person didnt want serve call get money back never go back place ill say black vs white good vs evil,Supportive,Individual,No
1887,god bless give courage ask hamas happened,Supportive,Individual,No
7548,brave god give strength help people,Supportive,Individual,No
2281,love children world whether palestinians jewish african love heartbreaking situation always cry please stop killings red heartred heartred heart,Supportive,Group,Other
547,nice story bro really interesting think tell channel,Non-Supportive,No,No
4076,heart breaks sweet child may god bless crying face,Supportive,Individual,No
4151,laughing condeming people protesting theu enough police officer crowd would go cheer lynchings pure evil,Non-Supportive,No,No
2277,palestinians talented may nightmare ethnic cleansing end,Supportive,Group,Nation
9304,got rejected colleges despite confident trying best know college would still accept day ago gave guess college right hearing video heart knew succeed use voice tell future teens getting rejected ending want want bounce back keep running even one takes dreams seriously stand prove everyone looked wrong especially get whatever takes struggling one back race finish together winner finish,Non-Supportive,No,No
4172,guy ground might dramatic idk hard hit floor maybe got concusion idk say police car trying pass people banging car sitting unfortunately police speed going touch car car might well touch moment starting breaking windows moment group needs taken unfortunately peaceful protest war stupid,Non-Supportive,No,No
2436,love somalia may allah bring ease upon,Supportive,Group,Other
2628,brothers sisters palestine love turkey,Supportive,Group,Nation
8482,pet one dear sister really inspired may god bless,Non-Supportive,No,No
4403,guys bias racebaiting news ever ashamed,Non-Supportive,No,No
9267,show us hostages palestine taken crying go back families make equal gutwrenching innocence sides guys using children try persuade hearts show hostages conditions enduring israel coming children crying ones bombed palestine,Non-Supportive,No,No
448,imagine cristiano support hardest moments one could conquer world globe showing americas,Non-Supportive,No,No
3715,brought tears eyes hate thoes children thinking face,Non-Supportive,No,No
2361,im tearsred heart wish could adopt pray help lot,Non-Supportive,No,No
2422,sad please lord god save world children stupid rash decisions adults,Non-Supportive,No,No
8125,bottom limited knowledge certainly money make way afford college go cashier works shop warehouse sweep street never going get dream slumming around mental health issues dream job miles away dream job helping others counsellor psychotherapist minimum years training expensive training back shops warehouse street sweeping family friends work mates,Non-Supportive,No,No
9154,every time see news ldf something attacking hospital,Non-Supportive,No,No
9435,touch innermost feeling understand song makes cried disappointed relieved facered heart,Non-Supportive,No,No
7866,beautifully said really enjoyed video thank,Non-Supportive,No,No
4220,time change u ant got message young americans respect cops politicians lie hurt mob rule things fixed,Non-Supportive,No,No
715,mean completely fair know sure maybe husband one saying want kids,Non-Supportive,No,No
6270,blm bald lives matter bald man suffer anxiety issues along socially unacceptable generally results wearing hats increases balding dare balding members society stay silent longer hair violence hold shave heads mother fuckin streets shave head support movement bald lives matter raised fistraised fistraised fist,Non-Supportive,No,No
1746,brothervoodoothey small militia impressive able smuggle weapons inside gaza borders sea air controlled zionist regime,Non-Supportive,No,No
825,yeah actually shouldnt win pens thats another story,Non-Supportive,No,No
8178,maniacal turn modestly permit lycra coherently hurry absorbing force plucky tough engineer,Non-Supportive,No,No
9423,pro israel heart grieves little boy people disgusting hamas must pray palestinians blameless war,Supportive,Group,Nation
878,videos like makes regret im human money religion divides enslaves people humanity realize,Non-Supportive,No,No
8802,feel like arvind meant world changer,Non-Supportive,No,No
7113,absolute true man looking rich woman except helpless guys lol,Non-Supportive,No,No
885,free palestine face cold sweat muslims unite proud born muslim family face cold sweatface cold sweat,Supportive,Group,Nation
6845,tell friend ignorant one cowards afraid say anything slum conditions live read book since primary school know,Non-Supportive,No,No
7390,jesus said drunkeness sin good reason stupid stuff weakened,Non-Supportive,No,No
1897,stay hungry stay foolish wrote years ago still follow rule never got poor life cheers,Non-Supportive,No,No
8771,child suffering like severely distressing bro,Non-Supportive,No,No
7408,yeah one pussies standing around fuckin thing one dude pushed back would gotten knocked fuck happened around live,Non-Supportive,No,No
3554,hahahaha bro ronaldo would take twice could skull,Non-Supportive,No,No
9439,sister seen video maybe would given,Non-Supportive,No,No
248,palestinians support hamas got ta stop electing members parliament hamas gang political group elected leaders large margin hold many seats average palestinian dancing street celebrating hamas attacked heading babies,Non-Supportive,No,No
2192,palestinei people brave determine courageous people world flexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsflexed bicepsred heartred heartred heartred heartred heartred heartred heartred heart,Supportive,Group,Nation
7065,many relationships people trying develop relationship survive parties trying alpha person traditional roles people happy taking roles tend higher success rate opinion another problem develping mindset based crap may hear online rather real relationships people socializing fly secret time locations actually think present ideas socially would considerably help people social troubles,Non-Supportive,No,No
3592,investing bitcoin helped connect dots life smiling face smiling eyessmiling face smiling eyestwo hearts,Non-Supportive,No,No
7902,fuck people disliked may fully gay still know feels burden trying kiss boyfriend public specially 15 people think young understanding gay bi truth age decide hard simple minds let small fact guys kiss guys girls kiss girls people normality people always people labels,Non-Supportive,No,No
8288,proud dear sister god bless always brave always real hero know happy seeing happy bless god bless red heart,Supportive,Individual,No
1392,sha allah wallah take revenge every drop blood powers involved bloodshed palestine sooner soon pakistan bomb bomb,Non-Supportive,No,No
4832,kfc founder founded passion years old life one provided u golden words simple guidance wonder school university never impart us especially singapore u wanted study excel rather spore gov want channel u study sell manpower rather cheap labour investors came know middle age person reason political agenda elite society create intangible cast system rather copying india physical cast system smart cunning right wasted time also drop rather studying useless school subject,Non-Supportive,No,No
7048,cry enjoy consequences feminism get cats hear help,Non-Supportive,No,No
1156,whoever person reads comment know go move know,Non-Supportive,No,No
1353,today billion dollars company worth trillion dollars smiling face smiling eyesred heart,Non-Supportive,No,No
2612,men care education career money boss b women care things think men care things want manly boss b man woman big nope every man women think yeah still chance men realizing way women chase men men extreme choice bounce around stay dime dozen boss b men going away western women going countries women value traditional feminine pillar family castle men provide financially care family men want,Non-Supportive,No,No
1029,misleading post final go penalties eder scored winning goal,Non-Supportive,No,No
8900,every body knows palestinian innocent terrorist state israel violating human rights every single day body stand palestine muslims shame kind humanity,Supportive,Group,Nation
7056,blames world said choose learned damn thing doomed take first step fix problems admit exist honest first time,Non-Supportive,No,No
2425,ones crazy enough think change world ones,Non-Supportive,No,No
9315,black panther real muslim feminist actually islam feminism every way feminism wants equality islam wants justice feminism hates men wants independence islam want good family like wife sisters daughters actually prophet mohammed said peace upon best person among one treats family members best pc saudi arabia,Non-Supportive,No,No
2249,mean trump law shudder think bad would president,Non-Supportive,No,No
9682,god,Non-Supportive,No,No
773,chance country gaza ppl hoped would arab ver singapore see mordechai kider see think,Non-Supportive,No,No
979,u speech really motivating us u hard today u bacame successful entrrprenuer people learn great ideas think able mind,Non-Supportive,No,No
5464,forgot part muslims systemically slaughtered exiled jews homeland violently conquered levant,Non-Supportive,No,No
106,aslamalikum muslim brother sisters possible adopt child plz reply anyone knows allowed allowed know much media,Supportive,Individual,No
3132,noahgonzalez starting early best way getting ahead build wealth investing remains priority,Non-Supportive,No,No
3461,cry little one lord jesus coming tears joy lord life reseruction bless family name lord jesus peace bless little one peace christ,Supportive,Individual,No
8993,man employed child labor nondemocratic nations nothing asshole ever said worth fuck invent devices idiots love engineers unnamed day took credit fuck apple fight right repair devices,Non-Supportive,No,No
7055,feel bad first woman yes society lies women infinite time get relationship settle raise family however still good mother others kids takes lot heart able independent women sure partially women taking market overvaluing achievements sneaking suspicion exactly kind woman men would see raise family takes time presence work family men understand woman career gon na view kids another milestone get forget,Supportive,Group,Women
4405,look know think okay attack innocent police involved incident never needs crazy,Supportive,Individual,No
2365,yes one set goals live,Non-Supportive,No,No
6051,think riots helped reduce racism,Non-Supportive,No,No
1411,milion view bet us finished video use start finding us using continue success one day blame us successful give lot hurt lot good luck,Non-Supportive,No,No
9464,tht cr p lol sorry face tears joy,Non-Supportive,No,No
5623,tears boy tears god god judge everyone finally,Non-Supportive,No,No
3264,karar fadi alkadwy hindus muslims india support palestine government hindus support israel,Non-Supportive,No,No
142,u r lucky person although u r disable oneu heart person r able react like like disable,Supportive,Individual,No
6373,black man 20s blm never helped anyone close money people donates even go back communities,Non-Supportive,No,No
4341,like police thing thing,Non-Supportive,No,No
6921,black americans desendents israelites africans help gather sell us bandage want say open bible true therecrying face,Non-Supportive,No,No
7103,girls completely misunderstand independent trope reason guys like independent women type woman bragging independence means need anything man mindset leads behave know would want person openly proudly tells need anything able take care earn money lead life fine thing point interested relationship another person going need otherwise perpetual thinice could throw least sign difficulty independent calling card woman going trouble,Non-Supportive,No,No
7764,always smile happily see gay couple walking always wish notice know hard together nowadays want know support relationship straight maybe even always support lgbt promise people stronger us need know others respect support relationship shy would actually go hug random gay couple see street,Supportive,Group,LGBTQ
6312,lucky really see kind stuff australia see blm stuffed never use colour movement used heads would use injustices unite people races join show white black yellow whatever injustice stand victims one race,Non-Supportive,No,No
4686,tragedy struck yesterday balin brakes lost right eyeball middle protest,Non-Supportive,No,No
6641,black movement help way sure helps cases assumedconfusion racism like police brutality think overall relevant,Non-Supportive,No,No
5015,son suffering nephritic syndrome planet ayurveda provides us best herbal remedies,Non-Supportive,No,No
4763,let leave instead keep fields,Non-Supportive,No,No
7886,mother couple days ago sf dont kiss front kids wish said mom whatever want lesbian couple years later someone said thing would u agree u love ur unfair stupid values instead said nothing except mouthed sorry direction nodded feel like biggest coward ever,Non-Supportive,No,No
1565,people government indonesia always support independence palestine allahu akbar allahu akbar allahu akbar,Supportive,Group,Nation
1723,free palestine someday promise arabs said heal wounds countries iraq syria palestine yemen,Supportive,Group,Nation
7946,hope future people supportive lgbtq community even supportive atleast opposing,Supportive,Group,LGBTQ
1365,guys god bless tears started big hello croatia nice music beatiful voice keep like,Non-Supportive,No,No
5254,knew long time ago much jesus essa loves stand know tears child flawless rare,Non-Supportive,No,No
1281,matter much oppress people never give long live gaza long live phalastine,Supportive,Group,Nation
3510,even without subtitles pictures war torn land thoughts horrors young boys families live thru hade tearing subtitles able read words song faith god perseverance hope relief joy crying tears american sees folded hands,Non-Supportive,No,No
