id,comment,task1,task2,task3
599,Hola yo soy bisexual y transexual,Support,Group,LGBTQ
1793,"si el genero femenino y masculino son estereotipos, entonces el “género no binario” tambien son estereotipos?",Non Support,No,No
576,orgullo de ser bisexual,Support,Group,LGBTQ
1989,Que culerada,Non Support,No,No
1577,Entre siendo bisexual y salí siendo pansexual,Non Support,No,No
79,🤍🇲🇽,Support,Group,Nation
951,Mi orientación es p3ndej0,Non Support,No,No
765,Soy hetero pero A veces me siento Pansexual 😅😶,Non Support,No,No
2146,son un canal chileno,Non Support,No,No
2699,"¿Y que me dicen de Haití cuando los negros eliminaron a los blancos y a los mulatos por el simple hecho de tener ese color de piel?, pienso que existe racismo de negro a blanco y de blanco a negro, el caso de Cuba las élites siempre han sido blancas, ésa es la diferencia.",Non Support,No,No
1126,Quieren diversificar lo externo pero quieren uniformizar lo interno. Nos estan llevando de a poco a una dictadura transhumanista y de control de natalidad.,Non Support,No,No
1123,"nao nao amigao
Solo una orientacion y dos generos",Non Support,No,No
2284,Yo soy bisexual...,Non Support,No,No
2832,"la ciencia nos trata de explicar ciertos fenomenos que pasan a nuestro alrededor, la religion, en este caso el cristianismo, al miedo a un ser superior que se mando asi mismo a salvarnos de si mismo ante un pecado que inconcientemente hicimos, nunca entendere eso, un ""dios"" supuestamente ""perfecto"" crea seres imperfectos para adorarlo, un ejemplo de vanidad muy claro; por eso me suena algo ridiculo el concepto que el cristianismo posee sobre ""dios""",Non Support,No,No
394,a aya entonces o soy un tanque de gerra,Support,Group,LGBTQ
2926,Eres muy guapo :3,Non Support,No,No
886,Soy axesual,Non Support,No,No
1602,Que vuelva los milicos,Non Support,No,No
430,Pansexual gente 😎,Support,Group,LGBTQ
971,"Yo soy mujeriegosexual , no puedo estar con una sola  femenina heterosexual si no con muchas. Respetenme",Non Support,No,No
2975,"El cristianismo impidio el avance de la ciencia por cientos de años por que tenian miedo que les bajaran su cuentito de papa noel y los cristianos odian la ciencia por que les mato a su dios, la ciencia es racional explica con fundamentos logicos no como las religiones me imagino que tadabia creen que 
dios manda la lluvia jaja ignorantes por eso el salvador esta como esta por tantos ignorantes fanaticos religiosos, y este maje de y este ignorante del video que se informe antes de aser otra pendejada yo soy salvadoreño y cuando escuchan que uno es ateo dicen le sirve al diablo jaja ignorantes",Non Support,No,No
2673,Victimismo!.,Non Support,No,No
818,"No se pero me parece que eso pasa cuando le das mucha libertad a deficientes mentales que no saben lo que son, lo que sienten y lo que quieren ser (Aclaro no es odio es opinion) y por eso es que cada ves mas mi generacion se degrada y muy pronto no te dran arreglo pero bueno",Non Support,No,No
899,Soy lesbiana y dsaposexual y apenas se xd,Non Support,No,No
996,Que es esa bandera qué quita en el min 2:22? Jaja,Non Support,No,No
626,Yo soy bisexual pero me da miedo decirle a mi familia lo sé no e salido del closet,Non Support,No,No
100,"No hay palabras que puedan explicar lo que se siente ver tu bandera en lo más alto y escuchar las notas de uno de los himnos más hermosos del mundo, muchas felicidades a la atleta, se merece todo el respeto y admiración",Support,Group,Other
3007,"Quiero recordar algo: Que la ciencia no haya podido encontrar la respuesta a cierta interrogante no significa que no la vaya en encontrar.
A demás ¿Desde cuando la religión ayudó a la ciencia?
Desde los inicios de la ciencia los que la estudiaban y ponían a prueba eran herejes o brujos y en muchos casos eran asesinados o torturados, ¿O ya se olvidaron de galileo que fue tratado de hereje al defender el modelo copernicano y enjuiciado en 1633? En 1992 la iglesia dijo que fue un error su sentencia, 359 años mas tarde, y dicen que apoya a la ciencia.",Non Support,No,No
2430,Ya no saben de dónde sacar ideas,Non Support,No,No
2615,"yo le hubiera preguntado a alguno de esos africanos si no le da un poco de pudor cambiar asi un pais q no es de ellos, deberian saber q estan mal en lo q hacen",Non Support,No,No
3191,"Válgame están intratables, fueron de menos a más en este torneo, se ven muy unidas, espero den una gran exhibición contra Brasil, diferente a la del primer partido.",Support,Group,Women
1773,Son gays,Non Support,No,No
2201,Y por eso haroo es mejor,Non Support,No,No
1670,🤦🏻😅,Non Support,No,No
2295,pov el dia del orgullo las marcas como pepsi:,Non Support,No,No
2298,Yo me siento identificado como tereneitor,Non Support,No,No
1909,"Que mente más retorcida... querer cambiar la naturaleza por un descontrol psicológico que es afectado por el entorno. 
Dejen de trastornar más el mundo. La ira de Dios viene sobre todos los que arruinan el mundo.",Non Support,No,No
2513,"Solo existen 2 géneros, lo dice la biología y la ciencia. Punto final.",Non Support,No,No
315,"se ve medio raro una futbolista mexicana negra, es nacionalizada?",Non Support,No,No
1846,Feliz día del orgullo para todos todas y todes exelente video soy gay y tengo mucho orgullo viva la comunidad LGBTQ,Support,Group,LGBTQ
1804,"Orgulloso de ser Bi y másculino, todos merecemos respeto. 🏳️‍🌈
Curioso, cumplir años en este mes, coincidencia??? No lo creo 😏",Support,Group,LGBTQ
141,La medalla de Oro no quiso caer hasta que llegaramos al mes Patrio ❤🇲🇽,Non Support,No,No
2268,"Feliz día del orgullo para todos, sientanse orgullosos de sus elecciones, no importa lo que otros digan, son sus decisiones y solo suyas, nadie debe decirles que elegir, no se dejen manipular, porque son sus vidas, no de otros 💕",Support,Group,LGBTQ
2367,👎👎👎👎👎👎👎,Non Support,No,No
1425,Soy hombre y pansexual,Non Support,No,No
978,Yo creo que soy demisexual o asexual y si o si soy cis-género,Non Support,No,No
552,Algun gay de zona sur bs as???? JAKDKSJDJS,Non Support,Group,LGBTQ
1759,Eran cool ahora son asco,Non Support,No,No
2113,ami me cauen bien los gays :D,Non Support,No,No
2542,"Excusas para que los depravados y aberrados sean aceptados
JAMAS SERAN ALGO MAS ALLA DE HOMBRE Y MUJER",Non Support,No,No
488,"soy pentasexual, le doy a hombre, mujeres y a que no adivinan qué más�",Non Support,No,No
2639,"Hola desde Brasil! Que bueno tener la oportunidad de reconocerme en muchísimas cosas en relatos de hermanas y hermanos de otros lugares de America Latina, aúnque por experiencias malas también. A mí me pone muy triste que por estas bandas no se escuche mucho sobre las vivencias negras en otras partes de Latinoamerica. Somos un pueblo muy grande y diverso, estoy seguro de que nuestra unión por toda America Latina solo tiene con contribuir a nuestra fuerza.  Me subscribí al canal y también les sigo ahora en instagram. Hermano y hermana, gracias por el vídeo y congratulaciones por el trabajo maravilloso! Bueno, y si tienen ganas de conecer a São Paulo después de la pandemia, les puedo arreglar estadía!  Un abrazo!",Support,Group,Black Community
830,Emm como que muy serio... Bueno ñy9 soy hetero y me gusta serlo 😄y no me gusta haiga muchos géneros pero yo respeto,Support,Group,LGBTQ
479,Ayuda se supone que soy arro pero  creo que me enamore de alguien(nisiquiera se si estoy enamorado)🟢⚪⚫,Non Support,No,No
1470,"no me gustan la etiquetas y no me gusta etiquetar a las personas, para mi todos somos humanos vivientes, no hay porque ponerles etiquetas <3",Non Support,No,No
122,Que motivacion!  🙏,Non Support,No,No
1733,feliz dia del orgulllo,Support,Group,LGBTQ
751,Soy pan sexual viva el LGBT❤️✔️✔️✔️✅✅,Support,Group,LGBTQ
2290,"No sé cómo explicar esto sin que se malentienda y empiecen a bombardear mi casa:
Creo, muy sinceramente, que es completamente innecesario un género y una identidad de género. Como dicen al final del vídeo todos somos personas y ya está. Y lo único que nos diferencia es nuestro sexo y lo que este conlleva. Por eso creo que deberíamos dejar las que yo considero estupideces con la identidad de género y empezar a eliminar todos esos estereotipos que nos pueden hacer identificarnos con uno u otro.
Por factores históricos el idioma ha hecho que distingamos entre el varón y la hembra (sexo biológico) al hablar y eso puede causar algunos problemas, sobretodo con aquellas personas cuyo sexo no está bien definido o las que desean cambiarlos.
Por eso le pregunto yo a la gente transgénero: ¿Qué hizo que no te identificaras con tu propio sexo? ¿A caso fueron los estereotipos sociales?

Muchas gracias por la escucha y espero que podáis responderme. Me gustaría conocer más experiencias para ampliar mis conocimientos y conocer mejor la realidad.",Non Support,No,No
2412,Naah ya tantos años siguiendo este canal pero yo no sigo ghays,Non Support,No,No
3166,"Buen tema!!! yo estudio psicología y soy cristiana... y la verdad es super duro cuando ""personas de autoridad"" como los profesores, hacen comentarios (que a mi concepto son irrespetuosos) con respecto a la religión, la existencia de Dios y la obra de Jesús... espero otros vídeos sobre este TEMOOON!!",Non Support,No,No
2207,Pura ideología barata!,Non Support,No,No
2922,"es que se nota que no vas a la universidad, que existan facultades de ciencias y arte o ciencias y teologia, no significan que se mezclan, sino, cada una es una escuela por separado, suelen ponerlas en el mismo lugar por fines de organización y por que corresponden a estudios humanisticos, no es que tengas una clase de fisica 1 y luego vas seminario bíblico, pff por favor. 
 ",Non Support,No,No
1438,"Él: Si entraste aquí es porque quieres saber tú sexualidad o simplemente viniste a aprender 

Yo: Sí,a aprender de banderas 😎👍",Non Support,No,No
854,Yo me considero como un cubo de rubik y me tienen que repetetar eeh 😂😂😂😂😂😂 que ridiculez por dios,Non Support,No,No
640,Genero y sexo es lo mismo,Non Support,No,No
1809,Me siento identificado con un avión boing 737,Non Support,No,No
1318,"Estoy feliz de que haya algien que no discrimine a los LGBT+, soy Hetero",Support,Group,LGBTQ
3205,"Que buen partido dieron estas chicas, se siente muy bien ver que otros deportes ponen en alto el nombre del país, cuando muchas veces en el mismo sólo se le da realce al fútbol. Felicidades a todas ellas y mucha suerte para su partido contra el fuerte Brasil.",Support,Group,Women
2350,Como ha caído este canal me gustaba,Non Support,No,No
2442,Yo en realidad no soy lesbiana pero yo los apoyo a la Comunidad,Support,Group,LGBTQ
2088,Porque te pusiste una foto tan gay,Non Support,No,No
1897,"LGBT ya está haciendo pura mmda con lo de los géneros, solo existen 2 y nadie los discrimina, son ellos solos",Non Support,No,No
709,"Soy hetero 
Me identifico como Cristiano Ronaldo suuuu",Non Support,No,No
2114,AZKO por lo q yo se dios creo al hombre y a la mujr no esa broma de q yo soy estoy y yo soy esto tu ers como nacistesniño o niña,Non Support,No,No
26,Viva gloria viva México viva México viva México México México México México México México México México México México México México México México México México 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽❤😊,Support,Individual,No
1819,Quien podría imagina que las enfermedades mentales serían subvencionadas.,Non Support,No,No
462,"No veo mucha logica entre todas las despues de la bisexualidad, las veo iguales",Non Support,No,No
3077,Si llega el dia que se pueda dar respuesta a todo los religioso que sucedería? y si la tierra viene seres de otros mundo y no creen en un ser supremo porque conocimientos que tienes que son mas avanzado que sucedería?,Non Support,No,No
1634,Jajajaja *no recomendar este canal*,Non Support,No,No
1531,Chale soy de transgenero ty apenas me entero,Non Support,No,No
2778,Debiate aver dicho cristiana no católica porque en los católicos se inventaron cosas como la figura de Dios que viene de un Dios nórdico y también inventaron un Día de reposo que no era como el domingo ya que se an alejado de un mandamiento adorar el 7mo Día que es el sábado ya que lo mencionan en el segundo y primer testamento,Non Support,No,No
2711,"Conductas diferentes:pasa un negro con su novia negra, digamos que ella es fea de matar, sin ningún atributo de destaque, ni de cuerpo ni de nada, digamos que es hasta coja. Ambos pasan ante un grupo de negros y estos ni se enteran que pasaron por ahí, ni siquiera reparan en la pareja. Entonces pasa un negro con la blanca más bella del mundo, tipo Miss Universo, fabricada por los dioses y ese mismo grupo de negros entonces dice que ella no es tan bonita nada, que si tiene medio centímetro de pecho mas de un lado, y que ella está con el negro por dinero, que seguro le está pegando los tarros al hombre y que con certeza ni le va a parir, y todo tipo de críticas. Porqué esa diferencia de opinión ante diferentes mujeres, solo por el color de la piel, sin tan siquiera hablar con ellas?..... Resumen: Hasta que el negro no se meta en la cabeza que es igual y puede hacer y escojer igual que el blanco sera esclavo de su misma ignorancia, no de los blancos",Non Support,No,No
926,"Yo la verdad creo que mientras la sexualidades se basen en los DOS sexos que existen a mi me parecen validas:3,ya lo de no binario y eso ya me parecen problemas existenciales:v",Non Support,No,No
3173,"te equivocaste en decir que la ´´religión´´ intersecan con la ciencia, cuando quieren mezclar la ciencia con la´´ religión ´´
ya deja de ser ciencias pasa hacer pseudociencia .",Non Support,No,No
1132,"Hola si me orientación sexual apareció yo antes no sabia si ser bisexual,lesbiana o hetero pero,me decidí a ser pansexual y Genero fluido",Non Support,No,No
1495,Bisexual y género femenino,Non Support,No,No
2708,es absurdo decir que en cuba hay racismo en cuba habran estadisticas sociales que hablan por si solas que salgan al exterior y vean que es el racismo,Non Support,No,No
86,"Sabia que los verdaderos atletas serían nuestros deportistas paralímpicos siempre poniendo en alto a México con una medalla de oro es genial para nuestro país  y escuchar nuestro himno nacional es emocionante, felicidades !!!!!! 👏🏻👏🏻👏🏻👏🏻",Support,Group,Other
1700,Puedes aser más videos asi,Non Support,No,No
119,Vamooss Mexico🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,Support,Group,Nation
2849,Cuanto odio que triste,Non Support,No,No
2524,Tik y tak 🏳️‍🌈? Sería hermoso ❤,Non Support,No,No
1439,"¿Se pueden ser dos tipos de sexualidades diferentes?
Si es así soy transexual y bisexual",Non Support,No,No
2425,Nunca había oído tanta mrda junta,Non Support,No,No
2630,"Pura propaganda inmigracionista, es una verguenza",Non Support,No,No
1432,Soy un/a tansgenero soy chica pero me represento con un chico,Non Support,No,No
2963,La ciencia es solo la sombra de Dios.,Non Support,No,No
2300,Y...yo soy les.. uwu❤🏳️‍🌈🏳️‍⚧️,Support,Group,LGBTQ
375,No entendí los últimos 2 🤔,Non Support,No,No
2772,"Cuando comparo la biblia,con las enseñanzas católica noto lo perdido corrupto de sus enseñanza.",Non Support,No,No
817,"Veo que hay mucha gente explicando cositas por aquí, así que preguntaré mi duda xd, exactamente por qué dejó de considerarse a los trans como un trastorno? Entiendo que dicen que no es una enfermedad y de hecho así es, un trastorno no es una enfermedad, no acabo de entender el problema. Entiendo que la gente es estúpida y entiende que un trastornado es un fenómeno, pero no sé si eso es suficiente argumento para solicitar que deje der ser un trastorno, quiero decir, por definición es un trastorno, por definición. Es que no entiendo ;;;;;w;;;;;;.",Non Support,No,No
851,Arromantico orgullosamente alv,Support,Group,LGBTQ
196,Excelente.  Una vez más la mujer mexicana ejemplo para muchos.,Support,Group,Women
1296,"AJSJSJAJSJ, EL PRINCIPIO GODDD,'' en mis tiempos eso era querer a alguien'' asajsjasj  0:05",Non Support,No,No
1103,Yo soy clarisexual corasexual 😂😂😂 ni idea me lo acabo de inventar 🤣🤣🤣🤣,Non Support,No,No
191,Lo difícil es saber cuando compiten los mexicanos,Non Support,No,No
2821,Dios si existe!!!!,Support,Individual,No
1924,Yo soy una lampara 😎🤙,Non Support,No,No
1216,Alguien me puede explicar polisexual,Non Support,No,No
3156,"de hecho pascal lo dijo, poca ciencia te alejara de Dios, mucha ciencia te acercara. Con la ciencia incluso se puede comprobar la existencia de Dios y siempre q descubren algo nuevo Dios siempre tiene un paso (o mas) adelante  ",Support,Group,Religion
2679,"Menos mal que yo soy Del Valle manito...mi tierra querida, mi buenaventura bella y mi cali vida suave. Oiga allá ustedes que les gusta el maltrato, entre más mal les dan más les gusta: ciert@s niche de veras no l@s entiendo. viva CaliTura Fl😎W",Non Support,No,No
2339,Para todo el que lea este comentario les dire: Como chucha no entienden que solo existen 2 GÉNEROS los demas son inventados,Non Support,No,No
2543,"*Nooo, Ahora todos Estan peor Tendre que Salirme De Las Redes sociales, PORQUEEE*",Non Support,No,No
869,soy bisexual y estoy feliz con lo que soy,Non Support,No,No
2253,Solo hay hombre y mujer. Lo resto es rareza,Non Support,No,No
2143,Una estupidez inventada,Non Support,No,No
2874,No probaste nada.,Non Support,No,No
654,puta mi mayor pesadilla : el ambiente mas incomodo,Non Support,No,No
1473,*YO SOY HETEROOOOOO Y ME ENCANTAAAAN LA MUJEREEEEES ME EXITAAAAN Y NO HAY NADA QUE PUEDAN ASER MIS PADRES ME ENSEÑAROOOON ESTOOOO AJJAJAJAJAJAJAJAJAJAJAJAJAJAJA*,Non Support,No,No
2883,"Aun que la verdad no creen que por lógica es mejor creer en Dios? 
Que pasara el día que un ateo y un creyente mueran?
Y si resultara que Dios existe el creyente se va al cielo y el ateo se va al infierno,
Pero si murieran y resulta que no hay un Dios que le pasa al creyente?
Y que le pasa al ateo?
No pasaría nada en lo absoluto, así que por lógica es mejor creer 
Y yo creo que Jesús murió por mis pecados y resucitó al 3er dia❤️

Y la verdad se lo agradezco muchísimo y yo los reto que busquen verdaderamente de Dios",Support,Group,Religion
656,Yo soy pansexual y transgénero pero solo lo sabe mi prima,Non Support,No,No
464,Todos hablando de su orientación mientras que yo me fijo en el meme de drake 3:54,Non Support,No,No
1576,Siempre hetero y cis-genero 🍷👻,Non Support,No,No
2862,"Si lo que vos dijiste es cierto, que la ciencia nunca va a congeniar con la teología y viceversa, no creés entonces que sería pérdida de tiempo dialogar de esto en las universidades. Significaría que vos estuvieras en lo correcto y todos estos inteligentes en estas universidades estan equivocados.",Non Support,No,No
2866,"la unica forma de conocer la verdad no es a travez de la ciencia, es a travez del método científico",Non Support,No,No
2642,"Ojalá los indígenas ,la auténtica raza de América luchará como la raza negra africana ...otra música contaríamos",Support,Group,Black Community
2200,Solo existe dos genero,Non Support,No,No
1565,"︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎🩷🩷🩷🩷
                     ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎🩷🩷🩷🩷
Estoy feliz de ser Bisexual💜💜💜💜
                                            💙💙💙💙
 ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎💙💙💙💙",Support,Group,LGBTQ
1102,"puedo mezclar cosas como no se, gay + panromantico + demiromantico ¿",Non Support,No,No
1932,ahora tik tak draw es gay por la foto,Non Support,No,No
2,"Mexicanos al grito de guerra!!🎉🇲🇽🇲🇽🇲🇽 Que bonito se siente, gracias Gloria por esa medalla 👍👍",Support,Individual,No
3203,"Qué orgullo, Felicidades chicas a todas bravo venga",Support,Group,Women
442,"1:36... Es incorrecto y con todo respeto, es estúpido.",Non Support,No,No
2718,"La religion mas antigua del mundo es el hinduismo,el budismo es una herejia del hinduismo.
Yo soy un ateo convencido y aunque me gustaria creer no he recibido esa gracia divina,pero no se puede decir que el catolicismo es la religion verdadera como dice la entrevistadora,es mas creo que es una secta de poder que no refleja el verdadero mensaje del Jesus historico,no solo Jesus declaro que era el hijo de Dios otras religiones tambien lo afirman de sus profetas",Non Support,No,No
565,"No traten de confundir a los q ñiños ni adolescentes con baboserias. Solo hay dos géneros el FEMENINO y el MASCULINO. Si hay un hombre y le gusta otro hombre y se quieren amar ps bien al igual la mujer con otra mujer y ellos se identifican a si como lgtb. Pero no hay que cambiarnos de sexo ni imponer a otro a que hagan lo mismo de estar con alguien de igual sexo eso se llama IMPOSICIÓN DE GÉNERO. Con todo respeto me da lástima y asco esas personas que dicen que quieren ser gay solo por q si,pienso q eso se da de forma natural,al decir eso,es q les lavaron el celebró para q ahora digan que quieren ser gay solo por q si Ó por querer probar. Eso es imposición de GÉNERO y LAVADO de CELEBRO Y.",Non Support,No,No
3179,"Prefiero creer en que un Ser Supremo creó el universo y dejó todo en orden durante siete días. que creer en que todo fue una gran explosión, ¿Cómo todo hubiera quedado tan en orden si hubiese sido así? 
y pues si creen que vienen del mono, buena procedencia he.",Support,Group,Religion
1418,"rayos soy asexual, lo descubrí recién a mis 27 años 😅",Non Support,No,No
2609,es mentira que las mujeres cobren menos sin importar el trabajo...yo siempre he estado en trabajos cualificados donde las mujeres han cobrado la misma mierda que yo....y así podría desmentir unos cuantos tópicos del video...,Non Support,No,No
2190,VIVA LA HETEROSEXUALIDAD,Non Support,No,No
1089,"La generación de hoy en día: pedrosexual: que le gustan los lagartos cantantes de reggaeton con el codo roto que se llamen pedro


Y yo soy normal...si...estoy hablando de heterosexual, que es lo normal",Non Support,No,No
366,"Los hombres que somos bi, pero que nos gustan mas los hombres!! 😊💖💜💙",Non Support,No,No
929,Que buenos videos haces Soy hombre Y soy Bisexual,Non Support,No,No
3150,gana la ciencia porque gracias a ella ases este puto vídeo jodido,Non Support,No,No
85,"Esto debe ser el mejor ejemplo inclusión no sus tonterías de lenguaje disque ""inclusivo""!",Support,Group,Other
2794,"Todas las grandes religiones, dicen de sus pueblos, ser los elegidos y el pueblo de Dios",Non Support,No,No
2373,"En realidad no tenemos derecho a ser felices, irónicamente sí a juzgar a cualquiera por cualquier cosa",Non Support,No,No
478,"Para mí muchas realmente son bisexualidad, pero solo con otro nombre",Non Support,No,No
3139,1:55 deja de girar el ventilador,Non Support,No,No
2924,Es mas que obvio que la ciencia no puede responder preguntas como: ¿por qué estamos aqui? por que hay es cuando entra la filosofía.,Non Support,No,No
37,"Ellos merecen  más  apoyo, son los q q ganan más  medallas.",Support,Group,Other
674,"nuestro maestro:juanchimy
nuestro youtuber favorito:juanchimy (si me preguntas a mi)
nuestro casi doctor:juanchimy
felicidades por tenes 771K de suscriptores y gracias por enseñarmelos todos",Support,Individual,No
1355,"Son como las torres gemelas, antes son 2, ahora es un tema delicado",Non Support,No,No
1524,Bueno en mi clase avía un no binaro le dije que yo era heterosexual mi me dijo 'ay EsQuE pareces gey' le dije al menos yo no me siento identificado con un porta aviones 501 con 4 cañones de plasma,Non Support,No,No
582,Yo soy heterosexual a mí solamente me gustan los hombres,Non Support,No,No
568,Y q hago si mi padre no m acepta en ser lesbiana?😿,Non Support,No,No
566,"momento, como que los polisexuales no son los que sienten atracción por 2 o mas personas a la vez? :0",Non Support,No,No
3115,"Pienso exactamente igual, creo que la base para balancear la fé y la ciencia es conversarlo, cuestionarlo y estudiarlo para encontrar un punto medio. Ni los cristianos deberian de vivir en aldeas sin electricidad, luz, agua ni internet para preservar la integridad de la religión ni tampoco experimentar con clonación, teletransportación, mutación, entre otros para permitirle a la ciencia ser libre.",Non Support,No,No
1755,"En la vida uno puede ser lo que quiera ser, binario, no binario, un árbol, un poste de luz, un animal... Solo es cuestión de creerlo y se hará realidad .!!!!",Non Support,No,No
1070,Esta perra mamada que?🤨,Non Support,No,No
667,Bien. Al fin alguien habla claro de este tema. Ya que irrita la gente que confunde los términos,Support,Individual,No
2932,"Más que puntos de intersección es conveniente ver que evalúan aspectos distintos de la realidad, así como modelo veamos que podemos evaluar a un individuo desde el punto de vista físico, ahora si lo evaluamos desde el punto de vista psicológico, las descripciones serán bastante distintas sin embargo corresponden a una misma realidad (en este caso el individuo) y por lo cual es absurdo entrar en conflicto ()",Non Support,No,No
349,"México en unos 5 a 10 años será potencia en Femenil, la liga femenil le ha dado mucho fuerza al futbol de las mujeres y es hasta divertido verlas jugar.",Support,Group,Women
312,"Bien ganado 👏 felicidades a todas las chicas mexicanas 👍, pero viene lo más difícil el equipo de casa, chicas es una prueba de fuego porque no solo tienen al equipo como rival sino a un 90% de la gente que ira al partido, así que cabeza fría para aguantar la presión del público, toda la suerte del mundo y a dejarlo todo en la cancha... SI SE PUEDE!!! 🇲🇽👏🙅‍♀️⚽️",Support,Group,Women
2096,"Feliz mes del orgullo! <3 (ah re tarde se aparecía)

 y como no necesito que me lo pregunten para decirlo lo digo, soy chica y soy bisexual jsnfkj",Support,Group,LGBTQ
40,Viva MÉXICO!! 🇲🇽🇲🇽🇲🇽0:53,Support,Group,Nation
1129,Yo antes pensaba ser hetero pero unos meses después me di cuenta que soy bisexual 🙂,Non Support,No,No
3067,Ciencia y religión son 2 cosas totalmente diferentes,Non Support,No,No
1128,Solo existen los géneros masculino y femenino los demás solo se podrían denominar como situación de gustos,Non Support,No,No
669,Yo nose pero creo que soy hetero.... Forever xdd,Non Support,No,No
1554,bisexual <3 linde video uwu,Non Support,No,No
2827,"UN PEQUEÑO EJEMPLO Y ME ENCANTARIA QUE ME RESPONDIERAS, SI EN VERDAD APOYAS TANTO LA RELIGION, YA QUE LA BIBLIA ME DICE QUE LA TIERRA TIENE CUATRO ANGULOS (LO QUE EQUIVALE A DECIR QUE LA TIERRA ES PLANA) DEBO YO CREER QUE LA TIERRA ES PLANA CUANDO LA CIENCIA ME DEMOSTRADO QUE LA TIERRA ES UNA ESFERA? UMM. JAQUE MATE.",Non Support,No,No
301,Si hace 20 años alguien me hubiera dicho que le ganaríamos a Australia (potencia en fútbol femenil) no me la hubiera creído. La liga Mx femenil ha ayudado enormidades.,Support,Group,Other
2258,Pero generos hay 2,Non Support,No,No
1996,Los géneros son para la música no para personas créditos a Pepsi,Non Support,No,No
1208,Ninguno,Non Support,No,No
2528,Yo soy bisexual ❤❤❤❤ amo mi jenerp😊,Support,Group,LGBTQ
1836,"Yo entiendo que hay 2 sexos masculino y femenino, pero lo demás sobra, algo tienen que crear para vivir esta gente de ello y va en contra de la ciencia, es todo ideológico, porque aquí el hijo de la vecina iba al colegio y le empezaron a meter esta doctrina y está confundido.",Non Support,No,No
2564,"😮a mi me vale que genero, identidad o cualquier otra cosa que sean o se sientan siempre y cuando sean buenas personas 😊",Non Support,No,No
876,"Bueno yo la verdad creía que ere pansexual pero después de investigar y ver videos me di cuenta que soy antrosexual (ser aveces asexual,lesbiana,bixesual,pansexual etc..) por que me gunto un niño y pues algunos youtubers niños y tambien me a gustado 2 youtubers chicas una compañera el prolema que me terminó la amistad f pero últimamente me enamore de otra chica jeje que no la conozco en la vida real pero hablamos mucho por aquí y creo CREO que me gusta a y nadie de mi familia sabe de que soy esta sexualidad pero creo que si me aceptarian a y aveces me siento bigenero o genero fluido por que aveces me gusta ser chica pero avecez chico y aveces ninguno entonces soy bigenero o género fluido??",Non Support,No,No
2180,"Genial video tik tak, el video es muy informativo para las personas que quieran aprender algo sobre este tipo de comunidad y ando acuerdo con el final ya que cualquier persona es libre de como ser y pensar sin importar que sean diferentes a otros individuos.
Feliz día del orgullo :)",Support,Group,LGBTQ
264,"¡Felicidades Juan Pablo! 🎉  Gran orgullo. Tenemos muchos mexicanos fuertes y no sólo físicamente 😉, hay que darles más visibilidad y apoyo. 💪🏻",Support,Group,Other
517,Yo soy bisexual 🏳️‍🌈,Non Support,No,No
3181,"Quiero el otro Video! =(. Asi es No hay que cerrarnos, de mi parte yo estoy estudiando psicología y ahi se discute ese tema, cuando hablan de la religión no me molesta porque en si, la religión es otra cosa, yo sigo a Jesús y mediante la esta corriente científica y lo que es Freud psicoanálisis explican muchas cosas a favor de Dios, aunque no lo digan,No pueden Negar al Creador, otra cosa que lo omitan, lo ignoren, también el saber de Dios osea su Ciencia, la ciencia humana y la de Dios no son la misma, claro Dios da la revelación =). Muy importante Dios necesita que muchos estemos en diferentes etnias para ganar mas almas y compartir el evangelio. Bendiciones!",Support,Group,Religion
2917,Dios es la ciencia ! así de fácil..,Support,Group,Religion
294,Que narración mas orrible.,Non Support,No,No
2796,Pura idioteces dice este tipo estudia por fas la católica no es la verdad ......,Non Support,No,No
416,"Pues creo que soy asexual, porque no me gustan los hombres o no se me hacen atractivos los hombres pero sin embargo No quiere decir que sea lesbiana porque NO lo soy .",Non Support,Group,LGBTQ
1790,? No entiendo,Non Support,No,No
881,soy Bisexual género fluido,Non Support,No,No
1078,Comprobé que soy asexual jaja y supongo que arromantica,Non Support,No,No
755,🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈😇🙂👍👍,Support,Group,LGBTQ
1427,Pansexual y género fluido,Non Support,No,No
